Source,Target,Weight,Start,End
HUGARY,SWITZERLAND,1,1999,1999
KAZAKHSTAN,SWITZERLAND,1,1999,1999
HUNGARY,SWITZERLAND,1,1999,1999
HONDURAS,NEW ZELAND,1,1999,1999
BENIN,NEW ZELAND,1,1999,1999
GERMANY,NEW ZELAND,1,1999,1999
FINLAND,NEW ZELAND,1,1999,1999
HUGARY,NEW ZELAND,1,1999,1999
LDCs,NEW ZELAND,1,1999,1999
KAZAKHSTAN,NEW ZELAND,1,1999,1999
HUNGARY,NEW ZELAND,1,1999,1999
G77,HONDURAS,1,1999,1999
BENIN,G77,1,1999,1999
FINLAND,G77,1,1999,1999
G77,HUGARY,1,1999,1999
G77,HUNGARY,1,1999,1999
HONDURAS,JAPAN,1,1999,1999
BENIN,JAPAN,1,1999,1999
FINLAND,JAPAN,1,1999,1999
HUGARY,JAPAN,1,1999,1999
HUNGARY,JAPAN,1,1999,1999
CANADA,HONDURAS,1,1999,1999
BENIN,CANADA,1,1999,1999
CANADA,HUGARY,1,1999,1999
CANADA,KAZAKHSTAN,1,1999,1999
CANADA,HUNGARY,1,1999,1999
HONDURAS,SAUDI ARABIA,1,1999,1999
BENIN,SAUDI ARABIA,1,1999,1999
GERMANY,SAUDI ARABIA,1,1999,1999
FINLAND,SAUDI ARABIA,1,1999,1999
HUGARY,SAUDI ARABIA,1,1999,1999
KAZAKHSTAN,SAUDI ARABIA,2,1999,1999
HUNGARY,SAUDI ARABIA,1,1999,1999
HONDURAS,ICELAND,1,1999,1999
BENIN,ICELAND,1,1999,1999
HUGARY,ICELAND,1,1999,1999
ICELAND,LDCs,1,1999,1999
ICELAND,MEXICO,1,1999,1999
ICELAND,INDONESIA,1,1999,1999
ICELAND,KAZAKHSTAN,1,1999,1999
HUNGARY,ICELAND,1,1999,1999
ICELAND,SOUTH AFRICA,1,1999,1999
HONDURAS,NETHERLANDS,1,1999,1999
BENIN,NETHERLANDS,1,1999,1999
HUGARY,NETHERLANDS,1,1999,1999
MEXICO,NETHERLANDS,1,1999,1999
INDONESIA,NETHERLANDS,1,1999,1999
KAZAKHSTAN,NETHERLANDS,1,1999,1999
HUNGARY,NETHERLANDS,1,1999,1999
NETHERLANDS,SOUTH AFRICA,1,1999,1999
BENIN,HONDURAS,1,1999,1999
HONDURAS,IRAN,1,1999,1999
GERMANY,HONDURAS,1,1999,1999
FINLAND,HONDURAS,1,1999,1999
HONDURAS,HUGARY,1,1999,1999
CHINA,HONDURAS,1,1999,1999
HONDURAS,LDCs,1,1999,1999
HONDURAS,MEXICO,1,1999,1999
HONDURAS,INDONESIA,1,1999,1999
HONDURAS,KAZAKHSTAN,1,1999,1999
HONDURAS,HUNGARY,1,1999,1999
HONDURAS,USA,1,1999,1999
HONDURAS,SOUTH AFRICA,1,1999,1999
BENIN,IRAN,1,1999,1999
BENIN,GERMANY,1,1999,1999
BENIN,FINLAND,1,1999,1999
BENIN,HUGARY,1,1999,1999
BENIN,CHINA,1,1999,1999
BENIN,LDCs,1,1999,1999
BENIN,MEXICO,1,1999,1999
BENIN,INDONESIA,1,1999,1999
BENIN,KAZAKHSTAN,1,1999,1999
BENIN,HUNGARY,1,1999,1999
BENIN,USA,1,1999,1999
BENIN,SOUTH AFRICA,1,1999,1999
GERMANY,IRAN,1,1999,1999
FINLAND,IRAN,1,1999,1999
HUGARY,IRAN,1,1999,1999
IRAN,KAZAKHSTAN,1,1999,1999
HUNGARY,IRAN,1,1999,1999
GERMANY,HUGARY,1,1999,1999
GERMANY,MEXICO,1,1999,1999
GERMANY,INDONESIA,1,1999,1999
GERMANY,HUNGARY,1,1999,1999
GERMANY,SOUTH AFRICA,1,1999,1999
FINLAND,HUGARY,1,1999,1999
CHINA,FINLAND,1,1999,1999
FINLAND,LDCs,1,1999,1999
FINLAND,MEXICO,1,1999,1999
FINLAND,INDONESIA,1,1999,1999
FINLAND,KAZAKHSTAN,1,1999,1999
FINLAND,HUNGARY,1,1999,1999
FINLAND,SOUTH AFRICA,1,1999,1999
CHINA,HUGARY,1,1999,1999
HUGARY,LDCs,1,1999,1999
HUGARY,MEXICO,1,1999,1999
HUGARY,INDONESIA,1,1999,1999
HUGARY,KAZAKHSTAN,1,1999,1999
HUGARY,HUNGARY,1,1999,1999
HUGARY,USA,1,1999,1999
HUGARY,SOUTH AFRICA,1,1999,1999
CHINA,HUNGARY,1,1999,1999
LDCs,MEXICO,1,1999,1999
INDONESIA,LDCs,1,1999,1999
HUNGARY,LDCs,1,1999,1999
LDCs,SOUTH AFRICA,1,1999,1999
HUNGARY,MEXICO,1,1999,1999
INDONESIA,KAZAKHSTAN,1,1999,1999
HUNGARY,INDONESIA,1,1999,1999
HUNGARY,KAZAKHSTAN,1,1999,1999
KAZAKHSTAN,SOUTH AFRICA,1,1999,1999
HUNGARY,USA,1,1999,1999
HUNGARY,SOUTH AFRICA,1,1999,1999
INDONESIA,LIBYA,1,1999,1999
LIBYA,NORWAY,1,1999,1999
KUWAIT,NORWAY,1,1999,1999
PALAU,USA,1,1999,1999
EU,PALAU,1,1999,1999
OPEC,PALAU,1,1999,1999
OPEC,USA,2,1999,1999
EU,OPEC,2,1999,1999
SAUDI ARABIA,SYRIA,1,1999,1999
AFRICAN GROUP,SAUDI ARABIA,1,1999,1999
EU,SYRIA,1,1999,1999
AFRICAN GROUP,SYRIA,1,1999,1999
KAZAKHSTAN,SYRIA,1,1999,1999
CHINA,SYRIA,1,1999,1999
G77,SYRIA,1,1999,1999
OPEC,SAUDI ARABIA,1,1999,1999
AOSIS,OPEC,1,1999,1999
CHINA,OPEC,1,1999,1999
G77,OPEC,1,1999,1999
AUSTRIA,MEXICO,1,1999,1999
AUSTRIA,CHINA,1,1999,1999
FRANCE,MEXICO,1,1999,1999
DENMARK,NETHERLANDS,1,1999,1999
DENMARK,GERMANY,1,1999,1999
BELGIUM,DENMARK,1,1999,1999
BELGIUM,FRANCE,1,1999,1999
BELGIUM,NETHERLANDS,1,1999,1999
BELGIUM,GERMANY,1,1999,1999
BELGIUM,USA,1,1999,1999
CANADA,UK,3,2000,2000
AUSTRIA,CANADA,1,2000,2000
CANADA,SWEDEN,1,2000,2000
AUSTRALIA,CANADA,8,2000,2000
CANADA,NORWAY,6,2000,2000
CANADA,NETHERLANDS,1,2000,2000
CANADA,GERMANY,1,2000,2000
CANADA,FINLAND,1,2000,2000
CANADA,USA,10,2000,2000
CANADA,SWITZERLAND,3,2000,2000
AUSTRIA,UK,2,2000,2000
SWEDEN,UK,1,2000,2000
AUSTRALIA,UK,1,2000,2000
NORWAY,UK,3,2000,2000
NETHERLANDS,UK,1,2000,2000
GERMANY,UK,2,2000,2000
FINLAND,UK,1,2000,2000
UK,USA,4,2000,2000
SWITZERLAND,UK,2,2000,2000
AUSTRIA,SWEDEN,1,2000,2000
AUSTRALIA,AUSTRIA,1,2000,2000
AUSTRIA,NORWAY,2,2000,2000
AUSTRIA,NETHERLANDS,2,2000,2000
AUSTRIA,GERMANY,2,2000,2000
AUSTRIA,FINLAND,1,2000,2000
AUSTRIA,USA,3,2000,2000
AUSTRIA,SWITZERLAND,2,2000,2000
AUSTRALIA,SWEDEN,1,2000,2000
NORWAY,SWEDEN,1,2000,2000
NETHERLANDS,SWEDEN,1,2000,2000
GERMANY,SWEDEN,1,2000,2000
FINLAND,SWEDEN,1,2000,2000
SWEDEN,USA,1,2000,2000
SWEDEN,SWITZERLAND,1,2000,2000
AUSTRALIA,NORWAY,5,2000,2000
AUSTRALIA,NETHERLANDS,1,2000,2000
AUSTRALIA,GERMANY,1,2000,2000
AUSTRALIA,FINLAND,1,2000,2000
AUSTRALIA,USA,13,2000,2000
AUSTRALIA,SWITZERLAND,4,2000,2000
NETHERLANDS,NORWAY,2,2000,2000
GERMANY,NORWAY,1,2000,2000
FINLAND,NORWAY,1,2000,2000
NORWAY,USA,8,2000,2000
NORWAY,SWITZERLAND,3,2000,2000
GERMANY,NETHERLANDS,2,2000,2000
FINLAND,NETHERLANDS,1,2000,2000
NETHERLANDS,USA,2,2000,2000
NETHERLANDS,SWITZERLAND,2,2000,2000
FINLAND,GERMANY,1,2000,2000
GERMANY,USA,2,2000,2000
GERMANY,SWITZERLAND,2,2000,2000
FINLAND,USA,2,2000,2000
FINLAND,SWITZERLAND,1,2000,2000
SWITZERLAND,USA,6,2000,2000
ARGENTINA,NETHERLANDS,3,2000,2000
ARGENTINA,GERMANY,2,2000,2000
GERMANY,JAPAN,1,2000,2000
ARGENTINA,JAPAN,2,2000,2000
FRANCE,LDCs,3,2000,2000
ARGENTINA,LDCs,3,2000,2000
LDCs,NETHERLANDS,3,2000,2000
GERMANY,LDCs,1,2000,2000
ARGENTINA,FRANCE,1,2000,2000
FRANCE,NETHERLANDS,3,2000,2000
FRANCE,GERMANY,1,2000,2000
EU,LDCs,3,2000,2000
LDCs,MEXICO,1,2000,2000
LDCs,SOUTH KOREA,1,2000,2000
LDCs,NIGERIA,1,2000,2000
CHINA,LDCs,4,2000,2000
LDCs,SWITZERLAND,1,2000,2000
G77,LDCs,3,2000,2000
LDCs,POLAND,1,2000,2000
EU,MEXICO,2,2000,2000
EU,SOUTH KOREA,1,2000,2000
EU,FRANCE,1,2000,2000
EU,NETHERLANDS,1,2000,2000
EU,NIGERIA,1,2000,2000
CHINA,EU,16,2000,2000
EU,SWITZERLAND,5,2000,2000
EU,G77,16,2000,2000
EU,POLAND,2,2000,2000
MEXICO,SOUTH KOREA,1,2000,2000
FRANCE,MEXICO,1,2000,2000
MEXICO,NETHERLANDS,1,2000,2000
MEXICO,NIGERIA,1,2000,2000
CHINA,MEXICO,2,2000,2000
MEXICO,SWITZERLAND,1,2000,2000
G77,MEXICO,2,2000,2000
MEXICO,POLAND,1,2000,2000
FRANCE,SOUTH KOREA,1,2000,2000
NETHERLANDS,SOUTH KOREA,1,2000,2000
NIGERIA,SOUTH KOREA,1,2000,2000
CHINA,SOUTH KOREA,1,2000,2000
SOUTH KOREA,SWITZERLAND,1,2000,2000
G77,SOUTH KOREA,1,2000,2000
POLAND,SOUTH KOREA,1,2000,2000
FRANCE,NIGERIA,1,2000,2000
CHINA,FRANCE,1,2000,2000
FRANCE,SWITZERLAND,1,2000,2000
FRANCE,G77,1,2000,2000
FRANCE,POLAND,1,2000,2000
NETHERLANDS,NIGERIA,2,2000,2000
CHINA,NETHERLANDS,2,2000,2000
G77,NETHERLANDS,2,2000,2000
NETHERLANDS,POLAND,1,2000,2000
CHINA,NIGERIA,4,2000,2000
NIGERIA,SWITZERLAND,1,2000,2000
G77,NIGERIA,4,2000,2000
NIGERIA,POLAND,2,2000,2000
CHINA,SWITZERLAND,6,2000,2000
CHINA,G77,22,2000,2000
CHINA,POLAND,3,2000,2000
G77,SWITZERLAND,5,2000,2000
POLAND,SWITZERLAND,1,2000,2000
G77,POLAND,3,2000,2000
NORWAY,YUGOSLAVIA,1,2000,2000
UGANDA,YUGOSLAVIA,1,2000,2000
NIGERIA,YUGOSLAVIA,1,2000,2000
MOROCCO,YUGOSLAVIA,1,2000,2000
SLOVENIA,YUGOSLAVIA,1,2000,2000
CHINA,YUGOSLAVIA,1,2000,2000
MALAYSIA,YUGOSLAVIA,1,2000,2000
G77,YUGOSLAVIA,1,2000,2000
UKRAINE,YUGOSLAVIA,1,2000,2000
NORWAY,UGANDA,2,2000,2000
NIGERIA,NORWAY,1,2000,2000
MOROCCO,NORWAY,1,2000,2000
NORWAY,SLOVENIA,1,2000,2000
CHINA,NORWAY,6,2000,2000
MALAYSIA,NORWAY,3,2000,2000
G77,NORWAY,5,2000,2000
NORWAY,UKRAINE,2,2000,2000
NIGERIA,UGANDA,1,2000,2000
MOROCCO,UGANDA,1,2000,2000
SLOVENIA,UGANDA,1,2000,2000
CHINA,UGANDA,1,2000,2000
MALAYSIA,UGANDA,1,2000,2000
G77,UGANDA,1,2000,2000
UGANDA,UKRAINE,1,2000,2000
MOROCCO,NIGERIA,1,2000,2000
NIGERIA,SLOVENIA,1,2000,2000
MALAYSIA,NIGERIA,1,2000,2000
NIGERIA,UKRAINE,1,2000,2000
MOROCCO,SLOVENIA,1,2000,2000
CHINA,MOROCCO,2,2000,2000
MALAYSIA,MOROCCO,1,2000,2000
G77,MOROCCO,1,2000,2000
MOROCCO,UKRAINE,1,2000,2000
CHINA,SLOVENIA,1,2000,2000
MALAYSIA,SLOVENIA,1,2000,2000
G77,SLOVENIA,1,2000,2000
SLOVENIA,UKRAINE,1,2000,2000
CHINA,MALAYSIA,4,2000,2000
CHINA,UKRAINE,1,2000,2000
G77,MALAYSIA,3,2000,2000
MALAYSIA,UKRAINE,1,2000,2000
G77,UKRAINE,1,2000,2000
FRANCE,NORWAY,2,2000,2000
CHINA,MAURITANIA,1,2000,2000
G77,MAURITANIA,1,2000,2000
AUSTRALIA,CHINA,12,2000,2000
AUSTRALIA,G77,12,2000,2000
LDCs,SAUDI ARABIA,2,2000,2000
EU,SAUDI ARABIA,7,2000,2000
AOSIS,SAUDI ARABIA,1,2000,2000
AUSTRALIA,SAUDI ARABIA,6,2000,2000
ARGENTINA,SAUDI ARABIA,2,2000,2000
SAUDI ARABIA,USA,7,2000,2000
CHINA,SAUDI ARABIA,8,2000,2000
G77,SAUDI ARABIA,7,2000,2000
AOSIS,LDCs,1,2000,2000
AUSTRALIA,LDCs,2,2000,2000
LDCs,USA,3,2000,2000
AOSIS,EU,4,2000,2000
AUSTRALIA,EU,11,2000,2000
ARGENTINA,EU,3,2000,2000
EU,USA,17,2000,2000
AOSIS,AUSTRALIA,3,2000,2000
AOSIS,ARGENTINA,2,2000,2000
AOSIS,USA,4,2000,2000
AOSIS,CHINA,3,2000,2000
AOSIS,G77,3,2000,2000
ARGENTINA,AUSTRALIA,2,2000,2000
ARGENTINA,USA,3,2000,2000
ARGENTINA,CHINA,4,2000,2000
ARGENTINA,G77,4,2000,2000
CHINA,USA,16,2000,2000
G77,USA,15,2000,2000
CANADA,LDCs,2,2000,2000
CANADA,EU,9,2000,2000
CANADA,DENMARK,1,2000,2000
CANADA,NEW ZEALAND,3,2000,2000
CANADA,UMBRELLA GROUP,1,2000,2000
CANADA,SOUTH AFRICA,2,2000,2000
CANADA,RUSSIA,3,2000,2000
CANADA,NEW ZELAND,3,2000,2000
CANADA,JAPAN,10,2000,2000
CANADA,UKRAINE,1,2000,2000
DENMARK,LDCs,1,2000,2000
LDCs,NEW ZEALAND,2,2000,2000
LDCs,NORWAY,3,2000,2000
LDCs,UMBRELLA GROUP,1,2000,2000
LDCs,SOUTH AFRICA,3,2000,2000
LDCs,RUSSIA,1,2000,2000
LDCs,NEW ZELAND,2,2000,2000
JAPAN,LDCs,3,2000,2000
LDCs,UKRAINE,1,2000,2000
DENMARK,EU,1,2000,2000
EU,NEW ZEALAND,5,2000,2000
EU,NORWAY,6,2000,2000
EU,UMBRELLA GROUP,2,2000,2000
EU,SOUTH AFRICA,1,2000,2000
EU,RUSSIA,5,2000,2000
EU,NEW ZELAND,5,2000,2000
EU,JAPAN,12,2000,2000
EU,UKRAINE,1,2000,2000
AUSTRALIA,DENMARK,1,2000,2000
DENMARK,NEW ZEALAND,1,2000,2000
DENMARK,NORWAY,1,2000,2000
DENMARK,UMBRELLA GROUP,1,2000,2000
DENMARK,USA,1,2000,2000
DENMARK,SOUTH AFRICA,1,2000,2000
DENMARK,RUSSIA,1,2000,2000
DENMARK,NEW ZELAND,1,2000,2000
DENMARK,JAPAN,1,2000,2000
DENMARK,UKRAINE,1,2000,2000
AUSTRALIA,NEW ZEALAND,6,2000,2000
AUSTRALIA,UMBRELLA GROUP,1,2000,2000
AUSTRALIA,SOUTH AFRICA,1,2000,2000
AUSTRALIA,RUSSIA,5,2000,2000
AUSTRALIA,NEW ZELAND,6,2000,2000
AUSTRALIA,JAPAN,11,2000,2000
AUSTRALIA,UKRAINE,1,2000,2000
NEW ZEALAND,NORWAY,4,2000,2000
NEW ZEALAND,UMBRELLA GROUP,1,2000,2000
NEW ZEALAND,USA,7,2000,2000
NEW ZEALAND,SOUTH AFRICA,2,2000,2000
NEW ZEALAND,RUSSIA,3,2000,2000
NEW ZEALAND,NEW ZELAND,8,2000,2000
JAPAN,NEW ZEALAND,7,2000,2000
NEW ZEALAND,UKRAINE,1,2000,2000
NORWAY,UMBRELLA GROUP,1,2000,2000
NORWAY,SOUTH AFRICA,3,2000,2000
NORWAY,RUSSIA,2,2000,2000
NEW ZELAND,NORWAY,4,2000,2000
JAPAN,NORWAY,8,2000,2000
UMBRELLA GROUP,USA,2,2000,2000
SOUTH AFRICA,UMBRELLA GROUP,1,2000,2000
RUSSIA,UMBRELLA GROUP,1,2000,2000
NEW ZELAND,UMBRELLA GROUP,1,2000,2000
JAPAN,UMBRELLA GROUP,1,2000,2000
UKRAINE,UMBRELLA GROUP,1,2000,2000
SOUTH AFRICA,USA,2,2000,2000
RUSSIA,USA,5,2000,2000
NEW ZELAND,USA,7,2000,2000
JAPAN,USA,14,2000,2000
UKRAINE,USA,1,2000,2000
RUSSIA,SOUTH AFRICA,1,2000,2000
NEW ZELAND,SOUTH AFRICA,2,2000,2000
JAPAN,SOUTH AFRICA,3,2000,2000
SOUTH AFRICA,UKRAINE,1,2000,2000
NEW ZELAND,RUSSIA,3,2000,2000
JAPAN,RUSSIA,5,2000,2000
RUSSIA,UKRAINE,1,2000,2000
JAPAN,NEW ZELAND,7,2000,2000
NEW ZELAND,UKRAINE,1,2000,2000
JAPAN,UKRAINE,1,2000,2000
EU,FINLAND,1,2000,2000
BRAZIL,CANADA,3,2000,2000
CANADA,POLAND,2,2000,2000
CANADA,NIGERIA,1,2000,2000
CANADA,THAILAND,2,2000,2000
CANADA,CHINA,9,2000,2000
CANADA,G77,8,2000,2000
AUSTRALIA,BRAZIL,5,2000,2000
BRAZIL,NEW ZEALAND,4,2000,2000
BRAZIL,POLAND,1,2000,2000
BRAZIL,NIGERIA,1,2000,2000
BRAZIL,USA,5,2000,2000
BRAZIL,THAILAND,1,2000,2000
BRAZIL,CHINA,5,2000,2000
BRAZIL,NEW ZELAND,4,2000,2000
BRAZIL,G77,5,2000,2000
BRAZIL,JAPAN,5,2000,2000
AUSTRALIA,POLAND,2,2000,2000
AUSTRALIA,NIGERIA,1,2000,2000
AUSTRALIA,THAILAND,1,2000,2000
NEW ZEALAND,POLAND,2,2000,2000
NEW ZEALAND,NIGERIA,1,2000,2000
NEW ZEALAND,THAILAND,1,2000,2000
CHINA,NEW ZEALAND,5,2000,2000
G77,NEW ZEALAND,5,2000,2000
POLAND,USA,2,2000,2000
POLAND,THAILAND,1,2000,2000
NEW ZELAND,POLAND,2,2000,2000
JAPAN,POLAND,2,2000,2000
NIGERIA,USA,1,2000,2000
NIGERIA,THAILAND,1,2000,2000
NEW ZELAND,NIGERIA,1,2000,2000
JAPAN,NIGERIA,1,2000,2000
THAILAND,USA,1,2000,2000
CHINA,THAILAND,2,2000,2000
NEW ZELAND,THAILAND,1,2000,2000
G77,THAILAND,1,2000,2000
JAPAN,THAILAND,2,2000,2000
CHINA,NEW ZELAND,5,2000,2000
CHINA,JAPAN,12,2000,2000
G77,NEW ZELAND,5,2000,2000
G77,JAPAN,11,2000,2000
LDCs,SWEDEN,1,2000,2000
IRAN,LDCs,1,2000,2000
IRAN,SWEDEN,1,2000,2000
CHINA,SWEDEN,1,2000,2000
G77,SWEDEN,1,2000,2000
CHINA,IRAN,1,2000,2000
G77,IRAN,1,2000,2000
LDCs,MALAYSIA,2,2000,2000
KAZAKHSTAN,TURKEY,1,2000,2000
KAZAKHSTAN,PAKISTAN,1,2000,2000
KAZAKHSTAN,USA,1,2000,2000
PAKISTAN,TURKEY,1,2000,2000
TURKEY,USA,1,2000,2000
PAKISTAN,USA,1,2000,2000
BRAZIL,INDIA,3,2000,2000
EU,INDIA,5,2000,2000
AUSTRALIA,INDIA,4,2000,2000
INDIA,NEW ZEALAND,3,2000,2000
INDIA,USA,5,2000,2000
CHINA,INDIA,4,2000,2000
INDIA,NEW ZELAND,3,2000,2000
G77,INDIA,4,2000,2000
INDIA,JAPAN,5,2000,2000
BRAZIL,EU,4,2000,2000
INDIA,SAUDI ARABIA,2,2000,2000
BRAZIL,SAUDI ARABIA,2,2000,2000
NEW ZEALAND,SAUDI ARABIA,2,2000,2000
NORWAY,SAUDI ARABIA,2,2000,2000
SAUDI ARABIA,SWITZERLAND,3,2000,2000
NEW ZELAND,SAUDI ARABIA,2,2000,2000
JAPAN,SAUDI ARABIA,6,2000,2000
INDIA,NORWAY,3,2000,2000
INDIA,SWITZERLAND,1,2000,2000
BRAZIL,NORWAY,2,2000,2000
BRAZIL,SWITZERLAND,2,2000,2000
NEW ZEALAND,SWITZERLAND,1,2000,2000
NEW ZELAND,SWITZERLAND,1,2000,2000
JAPAN,SWITZERLAND,3,2000,2000
CANADA,INDIA,2,2000,2000
CANADA,ICELAND,1,2000,2000
AOSIS,CANADA,2,2000,2000
CANADA,UGANDA,1,2000,2000
ICELAND,INDIA,1,2000,2000
AOSIS,INDIA,1,2000,2000
INDIA,UGANDA,1,2000,2000
EU,ICELAND,1,2000,2000
AOSIS,ICELAND,1,2000,2000
ICELAND,NORWAY,1,2000,2000
ICELAND,UGANDA,1,2000,2000
ICELAND,USA,1,2000,2000
ICELAND,JAPAN,1,2000,2000
EU,UGANDA,1,2000,2000
AOSIS,NORWAY,2,2000,2000
AOSIS,UGANDA,1,2000,2000
AOSIS,JAPAN,3,2000,2000
UGANDA,USA,1,2000,2000
JAPAN,UGANDA,1,2000,2000
CANADA,COLOMBIA,2,2000,2000
BOLIVIA,CANADA,2,2000,2000
CANADA,PERU,2,2000,2000
CANADA,COSTA RICA,2,2000,2000
CANADA,MALAYSIA,3,2000,2000
CANADA,CHILE,1,2000,2000
AOSIS,BRAZIL,1,2000,2000
BRAZIL,COLOMBIA,2,2000,2000
BOLIVIA,BRAZIL,2,2000,2000
BRAZIL,PERU,1,2000,2000
BRAZIL,COSTA RICA,1,2000,2000
BRAZIL,MALAYSIA,1,2000,2000
BRAZIL,CHILE,1,2000,2000
COLOMBIA,EU,2,2000,2000
BOLIVIA,EU,2,2000,2000
EU,PERU,1,2000,2000
COSTA RICA,EU,2,2000,2000
EU,MALAYSIA,2,2000,2000
CHILE,EU,1,2000,2000
AOSIS,COLOMBIA,1,2000,2000
AOSIS,BOLIVIA,1,2000,2000
AOSIS,PERU,1,2000,2000
AOSIS,COSTA RICA,1,2000,2000
AOSIS,MALAYSIA,1,2000,2000
AOSIS,SWITZERLAND,1,2000,2000
AOSIS,CHILE,1,2000,2000
AUSTRALIA,COLOMBIA,2,2000,2000
BOLIVIA,COLOMBIA,2,2000,2000
COLOMBIA,NORWAY,1,2000,2000
COLOMBIA,PERU,1,2000,2000
COLOMBIA,USA,2,2000,2000
COLOMBIA,COSTA RICA,1,2000,2000
CHINA,COLOMBIA,2,2000,2000
COLOMBIA,MALAYSIA,1,2000,2000
COLOMBIA,SWITZERLAND,1,2000,2000
CHILE,COLOMBIA,1,2000,2000
COLOMBIA,G77,2,2000,2000
COLOMBIA,JAPAN,2,2000,2000
AUSTRALIA,BOLIVIA,2,2000,2000
AUSTRALIA,PERU,1,2000,2000
AUSTRALIA,COSTA RICA,2,2000,2000
AUSTRALIA,MALAYSIA,2,2000,2000
AUSTRALIA,CHILE,1,2000,2000
BOLIVIA,NORWAY,2,2000,2000
BOLIVIA,PERU,1,2000,2000
BOLIVIA,USA,3,2000,2000
BOLIVIA,COSTA RICA,2,2000,2000
BOLIVIA,CHINA,2,2000,2000
BOLIVIA,MALAYSIA,1,2000,2000
BOLIVIA,SWITZERLAND,1,2000,2000
BOLIVIA,CHILE,1,2000,2000
BOLIVIA,G77,2,2000,2000
BOLIVIA,JAPAN,3,2000,2000
NORWAY,PERU,2,2000,2000
COSTA RICA,NORWAY,2,2000,2000
CHILE,NORWAY,1,2000,2000
PERU,USA,1,2000,2000
COSTA RICA,PERU,1,2000,2000
CHINA,PERU,2,2000,2000
MALAYSIA,PERU,2,2000,2000
PERU,SWITZERLAND,1,2000,2000
CHILE,PERU,1,2000,2000
G77,PERU,1,2000,2000
JAPAN,PERU,2,2000,2000
COSTA RICA,USA,3,2000,2000
MALAYSIA,USA,2,2000,2000
CHILE,USA,1,2000,2000
CHINA,COSTA RICA,2,2000,2000
COSTA RICA,MALAYSIA,2,2000,2000
COSTA RICA,SWITZERLAND,1,2000,2000
CHILE,COSTA RICA,1,2000,2000
COSTA RICA,G77,2,2000,2000
COSTA RICA,JAPAN,3,2000,2000
CHILE,CHINA,1,2000,2000
MALAYSIA,SWITZERLAND,1,2000,2000
CHILE,MALAYSIA,1,2000,2000
JAPAN,MALAYSIA,3,2000,2000
CHILE,SWITZERLAND,1,2000,2000
CHILE,G77,1,2000,2000
CHILE,JAPAN,1,2000,2000
CANADA,MEXICO,1,2000,2000
EU,UK,2,2000,2000
MEXICO,UK,1,2000,2000
CHINA,UK,4,2000,2000
G77,UK,2,2000,2000
JAPAN,UK,2,2000,2000
MEXICO,NORWAY,1,2000,2000
MEXICO,USA,1,2000,2000
JAPAN,MEXICO,1,2000,2000
CANADA,SAUDI ARABIA,5,2000,2000
CANADA,HUGARY,2,2000,2000
CANADA,HUNGARY,2,2000,2000
HUGARY,SAUDI ARABIA,2,2000,2000
HUNGARY,SAUDI ARABIA,2,2000,2000
COSTA RICA,SAUDI ARABIA,1,2000,2000
MALAYSIA,SAUDI ARABIA,2,2000,2000
EU,HUGARY,2,2000,2000
EU,HUNGARY,2,2000,2000
AUSTRALIA,HUGARY,2,2000,2000
AUSTRALIA,HUNGARY,2,2000,2000
HUGARY,HUNGARY,2,2000,2000
HUGARY,USA,2,2000,2000
COSTA RICA,HUGARY,1,2000,2000
CHINA,HUGARY,2,2000,2000
HUGARY,MALAYSIA,1,2000,2000
G77,HUGARY,2,2000,2000
HUGARY,JAPAN,2,2000,2000
HUNGARY,USA,2,2000,2000
COSTA RICA,HUNGARY,1,2000,2000
CHINA,HUNGARY,2,2000,2000
HUNGARY,MALAYSIA,1,2000,2000
G77,HUNGARY,2,2000,2000
HUNGARY,JAPAN,2,2000,2000
CANADA,INDONESIA,1,2000,2000
CANADA,GHANA,1,2000,2000
CANADA,HONDURAS,1,2000,2000
INDIA,RUSSIA,2,2000,2000
INDIA,INDONESIA,1,2000,2000
COLOMBIA,INDIA,1,2000,2000
BOLIVIA,INDIA,1,2000,2000
GHANA,INDIA,1,2000,2000
HONDURAS,INDIA,1,2000,2000
HUGARY,INDIA,1,2000,2000
HUNGARY,INDIA,1,2000,2000
BRAZIL,RUSSIA,1,2000,2000
RUSSIA,SAUDI ARABIA,2,2000,2000
INDONESIA,RUSSIA,1,2000,2000
COLOMBIA,RUSSIA,1,2000,2000
BOLIVIA,RUSSIA,1,2000,2000
GHANA,RUSSIA,1,2000,2000
HONDURAS,RUSSIA,1,2000,2000
HUGARY,RUSSIA,1,2000,2000
HUNGARY,RUSSIA,1,2000,2000
CHINA,RUSSIA,4,2000,2000
G77,RUSSIA,4,2000,2000
BRAZIL,INDONESIA,1,2000,2000
BRAZIL,GHANA,1,2000,2000
BRAZIL,HONDURAS,1,2000,2000
BRAZIL,HUGARY,1,2000,2000
BRAZIL,HUNGARY,1,2000,2000
INDONESIA,SAUDI ARABIA,1,2000,2000
COLOMBIA,SAUDI ARABIA,1,2000,2000
BOLIVIA,SAUDI ARABIA,1,2000,2000
GHANA,SAUDI ARABIA,1,2000,2000
HONDURAS,SAUDI ARABIA,1,2000,2000
EU,INDONESIA,1,2000,2000
EU,GHANA,1,2000,2000
EU,HONDURAS,1,2000,2000
COLOMBIA,INDONESIA,1,2000,2000
AUSTRALIA,INDONESIA,1,2000,2000
BOLIVIA,INDONESIA,1,2000,2000
